run_id,cell_id,condition,family,inheritance_mode,seed,coverage,fidelity,penalty,decorrelated,expected_penalty_per_defection,realised_enforcement,ticks_completed,extinct,final_population,total_agents,births,deaths,warmstart_applied,warmstart_skipped
C4__baldwinian__s1,C4__baldwinian,C4,C4,baldwinian,1,0.5,1.0,6.0,1,3.0,0.46899841017488075,1800,0,50,624,604,574,0,0
C4__baldwinian__s2,C4__baldwinian,C4,C4,baldwinian,2,0.5,1.0,6.0,1,3.0,0.4896142433234421,1800,0,50,625,605,575,0,0
C4__baldwinian__s3,C4__baldwinian,C4,C4,baldwinian,3,0.5,1.0,6.0,1,3.0,0.46569224522939506,1800,0,50,657,637,607,0,0
C4__baldwinian__s4,C4__baldwinian,C4,C4,baldwinian,4,0.5,1.0,6.0,1,3.0,0.4728744939271255,1800,0,50,608,588,558,0,0
C4__baldwinian__s5,C4__baldwinian,C4,C4,baldwinian,5,0.5,1.0,6.0,1,3.0,0.4508229626655961,1800,0,50,585,565,535,0,0
C4__baldwinian__s6,C4__baldwinian,C4,C4,baldwinian,6,0.5,1.0,6.0,1,3.0,0.4559386973180077,1800,0,50,607,587,557,0,0
C4__baldwinian__s7,C4__baldwinian,C4,C4,baldwinian,7,0.5,1.0,6.0,1,3.0,0.46695859872611467,1800,0,50,707,687,657,0,0
C4__baldwinian__s8,C4__baldwinian,C4,C4,baldwinian,8,0.5,1.0,6.0,1,3.0,0.4630484988452656,1800,0,50,670,650,620,0,0
C4__baldwinian__s9,C4__baldwinian,C4,C4,baldwinian,9,0.5,1.0,6.0,1,3.0,0.4741019214703425,1800,0,50,642,622,592,0,0
C4__baldwinian__s10,C4__baldwinian,C4,C4,baldwinian,10,0.5,1.0,6.0,1,3.0,0.4632792485055508,1800,0,50,580,560,530,0,0
C4__baldwinian__s11,C4__baldwinian,C4,C4,baldwinian,11,0.5,1.0,6.0,1,3.0,0.5004582951420715,1800,0,50,648,628,598,0,0
C4__baldwinian__s12,C4__baldwinian,C4,C4,baldwinian,12,0.5,1.0,6.0,1,3.0,0.45286195286195285,1800,0,50,612,592,562,0,0
C4__baldwinian__s13,C4__baldwinian,C4,C4,baldwinian,13,0.5,1.0,6.0,1,3.0,0.47574699262708575,1800,0,50,657,637,607,0,0
C4__baldwinian__s14,C4__baldwinian,C4,C4,baldwinian,14,0.5,1.0,6.0,1,3.0,0.4919093851132686,1800,0,50,591,571,541,0,0
C4__baldwinian__s15,C4__baldwinian,C4,C4,baldwinian,15,0.5,1.0,6.0,1,3.0,0.4654559810501382,1800,0,50,614,594,564,0,0
C4__baldwinian__s16,C4__baldwinian,C4,C4,baldwinian,16,0.5,1.0,6.0,1,3.0,0.47565392354124747,1800,0,50,644,624,594,0,0
C4__baldwinian__s17,C4__baldwinian,C4,C4,baldwinian,17,0.5,1.0,6.0,1,3.0,0.47740757644910997,1800,0,50,655,635,605,0,0
C4__baldwinian__s18,C4__baldwinian,C4,C4,baldwinian,18,0.5,1.0,6.0,1,3.0,0.46708595387840673,1800,0,50,642,622,592,0,0
C4__baldwinian__s19,C4__baldwinian,C4,C4,baldwinian,19,0.5,1.0,6.0,1,3.0,0.45682688217779666,1800,0,50,613,593,563,0,0
C4__baldwinian__s20,C4__baldwinian,C4,C4,baldwinian,20,0.5,1.0,6.0,1,3.0,0.47735191637630664,1800,0,50,677,657,627,0,0
C4__baldwinian__s21,C4__baldwinian,C4,C4,baldwinian,21,0.5,1.0,6.0,1,3.0,0.46956872228939944,1800,0,50,646,626,596,0,0
C4__baldwinian__s22,C4__baldwinian,C4,C4,baldwinian,22,0.5,1.0,6.0,1,3.0,0.4909853249475891,1800,0,50,638,618,588,0,0
C4__baldwinian__s23,C4__baldwinian,C4,C4,baldwinian,23,0.5,1.0,6.0,1,3.0,0.4670174018615945,1800,0,50,661,641,611,0,0
C4__baldwinian__s24,C4__baldwinian,C4,C4,baldwinian,24,0.5,1.0,6.0,1,3.0,0.4622067767158992,1800,0,50,577,557,527,0,0
C4__baldwinian__s25,C4__baldwinian,C4,C4,baldwinian,25,0.5,1.0,6.0,1,3.0,0.4514048825426071,1800,0,50,557,537,507,0,0
C4__baldwinian__s26,C4__baldwinian,C4,C4,baldwinian,26,0.5,1.0,6.0,1,3.0,0.4586589880707528,1800,0,50,610,590,560,0,0
C4__baldwinian__s27,C4__baldwinian,C4,C4,baldwinian,27,0.5,1.0,6.0,1,3.0,0.4844897959183673,1800,0,50,620,600,570,0,0
C4__baldwinian__s28,C4__baldwinian,C4,C4,baldwinian,28,0.5,1.0,6.0,1,3.0,0.4810956790123457,1800,0,50,641,621,591,0,0
C4__baldwinian__s29,C4__baldwinian,C4,C4,baldwinian,29,0.5,1.0,6.0,1,3.0,0.4421881475341898,1800,0,50,696,676,646,0,0
C4__baldwinian__s30,C4__baldwinian,C4,C4,baldwinian,30,0.5,1.0,6.0,1,3.0,0.4708138048572646,1800,0,50,573,553,523,0,0
